ID_Kasus,Kategori_Hewan,Jenis_Spesies_Ras,Kategori_Umur,Nama_Penyakit,Gejala_Klinis,Penyebab_Utama,Tingkat_Keparahan,Tindakan_Pertama,Cara_Penanganan,Pemberian_Obat,Dosis_Metode,Kontraindikasi
VET-101872,Kelinci,Anggora,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-101873,Kelinci,Holland Lop,Muda / Sub-Dewasa,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-101874,Anjing,Golden Retriever,Dewasa / Adult,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101875,Reptil,Ular Piton,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101876,Reptil,Ular Piton,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101877,Unggas,Burung Merpati,Anak / Juvenile,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-101878,Kelinci,Rex,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-101879,Anjing,Husky,Tua / Senior,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101880,Kelinci,Flemish Giant,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-101881,Unggas,Ayam Broiler,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-101882,Reptil,Bearded Dragon,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101883,Kelinci,Netherland Dwarf,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-101884,Kucing,Kucing Domestik,Muda / Sub-Dewasa,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-101885,Anjing,Chihuahua,Tua / Senior,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101886,Kelinci,Netherland Dwarf,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-101887,Ikan,Ikan Cupang,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101888,Unggas,Ayam Broiler,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-101889,Unggas,Burung Merpati,Anak / Juvenile,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-101890,Ikan,Ikan Discus,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101891,Kelinci,Rex,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-101892,Reptil,Iguana Hijau,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101893,Anjing,Chihuahua,Dewasa / Adult,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101894,Kelinci,Holland Lop,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-101895,Anjing,Poodle,Anak / Juvenile,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101896,Kucing,Sphynx,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-101897,Reptil,Bearded Dragon,Dewasa / Adult,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101898,Kelinci,Rex,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-101899,Kucing,Persia,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-101900,Anjing,Chihuahua,Muda / Sub-Dewasa,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-101901,Anjing,Bulldog,Tua / Senior,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101902,Reptil,Ular Piton,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101903,Ikan,Ikan Discus,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101904,Kucing,Siam,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-101905,Kelinci,Rex,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-101906,Anjing,Beagle,Dewasa / Adult,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-101907,Ikan,Ikan Arwana,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101908,Ikan,Ikan Arwana,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101909,Ikan,Ikan Cupang,Anak / Juvenile,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101910,Kucing,Sphynx,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-101911,Anjing,Bulldog,Muda / Sub-Dewasa,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101912,Anjing,Beagle,Dewasa / Adult,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-101913,Kucing,Siam,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-101914,Reptil,Kura-kura Brazil,Dewasa / Adult,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101915,Kelinci,Holland Lop,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-101916,Ikan,Ikan Arwana,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101917,Reptil,Gecko,Muda / Sub-Dewasa,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-101918,Anjing,Husky,Muda / Sub-Dewasa,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-101919,Ikan,Ikan Koi,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-101920,Reptil,Iguana Hijau,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
